Id,Title,Score,Text,CreationDate
"687637","refactoring question","0","refactoring question","2009-03-26 21:35:09"
"687637","refactoring question","0","Given a method 

        public static string[] Foo(System.IO.Stream stream)
        {
            XmlTextWriter xmlWriter = new XmlTextWriter(stream,   System.Text.Encoding.ASCII);

            xmlWriter.WriteStartDocument();
            xmlWriter.WriteStartElement(""Element"");
            xmlWriter.WriteEndElement();
            xmlWriter.WriteEndDocument();
            xmlWriter.Flush();

            return new string[3]{""1"", ""2"", ""3""};
        }

and a calling code

    using(MemoryStream memStream = new MemoryStream())
    {
         string[] playerIDs = PlayerCommand.Foo(stream);
         // do some stuff with stream and playerIDs
    }

When the control passes out of the using directive, is there a problem that xmlWriter was not explicitly closed in Foo (which would make the stream useless)?

Also, is passing a Stream between methods unsavory, is there a better way to pass the results of XMLWriting back to the calling code (which will zip it up and file it away)?

Thanks in advance,
Greg","2009-03-26 21:35:09"
"687637","refactoring question","0","<c#><memorystream><xmltextwriter><methods><data-structures>","2009-03-26 21:35:09"
"7819170","refactor a dal with hibernate,dao,services and unit of work : how to put all togheter","0","refactor a dal with hibernate,dao,services and unit of work : how to put all togheter","2011-10-19 09:27:25"
"7819170","refactor a dal with hibernate,dao,services and unit of work : how to put all togheter","0","i'm refactoring a jsf web application dal which uses hibernate and the dao pattern, at the moment each data acces class handles its own session and transaction into each method (a session per operation antipattern is it? )
for example :

	public void saveEntity(ModelEntity entity) throws Exception {
		String entityName = getCleanClassName(entity.getClass());
		Session session = null;
		Transaction tx = null;
		try {
			session = SessionFactoryUtil.getInstance().openSession();
			tx = session.beginTransaction();
			session.saveOrUpdate(entity);
			session.flush();
			tx.commit();
		} catch (Exception ex) {
			tx.rollback();
                        ...
			throw new Exception(msg, ex);
		} finally {
			session.close();
		}
	}


Above classes can be used directly into backing bean actions or through some business logic classes methods (for example create new detached object, set some values and store them trhough DAO objects). Now i've found that some businness logic classes methods need to be executed atomically, for example :

                           //inside some backing bean actionlistener
			DocumentoManager dm = new DocumentoManager();
			PraticaManager pm = new PraticaManager();
			Documento newDoc = new Documento();
			newDoc.setDataArrivo(new java.util.Date			                  newDoc.setNote(""..."");
			Allegato newAll = new Allegato();
			newAll.setTitolo(newDoc.getNote());
                           //businness logic methods that should be executed atomically
			dm.creaDocumentoDaAllegato(newDoc,newAll,
				event.getFile().getContents(),
				event.getFile().getFileName(),
				"""");
			pm.collegaDocumento(pratica, newDoc);



Finally i've a sessionFactoryUtil class which manages hibernate session (getcurrentSession, openSession, etc ... ).

How can i refactor the above architecture? i was thinking to do the following:

 1. remove the transaction from the DAO objects : i can't put
    transactions management into bl classes (xxxManager) , so should i
    use a class that just create,commit or rollback the transaction ,
    encapsulating the sessionFactoryUtil, and to be used inside backing
    beans (say jta userTransaction) ? 
 2. If someone try to use directly the DAO object how do i set the session ? Accessing sessionFactoryUtil into DAOs methods ?
 3. Is it safe to call getCurrentSession inside DAOs?
 4. if i create a class to handle businness logic transactions, how can i be sure it's thread safe ?

I think sessionFactoryUtil is thread safe since it's been written following the pattern suggested on hibernate guide :



	private SessionFactoryUtil() {
	}

	static {
		// Annotation and XML
		// sessionFactory = new
		// AnnotationConfiguration().configure().buildSessionFactory();
		// XML only
		try {
			sessionFactory = new Configuration().configure().buildSessionFactory();
		} catch (Exception e) {
                      ...
		}
		
	}

	public static SessionFactory getInstance() {
		try{
			return sessionFactory;
		} catch (Exception ex)
		{
			return null;
		}
	}




 



","2011-10-19 09:27:25"
"7819170","refactor a dal with hibernate,dao,services and unit of work : how to put all togheter","0","<java><hibernate><design-patterns><refactoring>","2011-10-19 09:27:25"
"30491453","refactoring object methods on javascript","0","refactoring object methods on javascript","2015-05-27 19:27:53"
"30491453","refactoring object methods on javascript","0","I have an object make = {};
I created object methods ( make.a(), make.h1() ) where each method creates a tag element

I created a JSFiddle of what I did:  [here][1]

I want to create many tag elements like that.

Is there any way to avoid repeating 

        return document.createElement('tagName');

each time?


  [1]: http://jsfiddle.net/cruzj/hpep8rfj/","2015-05-27 19:27:53"
"30491453","refactoring object methods on javascript","0","<javascript><object><methods><refactoring>","2015-05-27 19:27:53"
"40017689","refactor lambda to be called by another class: while keeping caller's code to be still short","0","refactor lambda to be called by another class: local variable become out of scope, should cache?","2016-10-13 09:49:50"
"40017689","refactor lambda to be called by another class: while keeping caller's code to be still short","0","How to professionally refactor lambda function to be called by another class WHILE make caller's code still short?

Here is my original code, using lambda.

    void Turret::registerFullversion(int gameObjectId, PhysicObject* phyO){//utility
        //.... something a bit complex .......
    }
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        auto registerEasy=[&]( PhysicObject* phyO){
            //^ served as a short hand version of ""registerFullversion""
            registerFullversion(gameObjectId,phyO);
        }
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class (###)
                PhysicObject* phy=PhysicSystem::createNewPhysicObject();
                registerEasy( phy);
                //^ equivalent to ""registerFullversion(gameObjectId,phy)""
                //  but it is very concise, nice!
            };break;
            //..... a lot of case ....
        }
    }

I want to move a part of function (###) from `Turret` into another class (`TurretLaser`).     
It works, but the result is not as short as before :-

    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerFullversion(gameObjectId,phy);
        //^ it is not as short as before  
    }

**Note:** In real case, all above functions are non-static function, and all functions are far more complex.

My attempt
------

I will manually capture the related data (`gameObjectId`) and cache it (using a new variable `CACHE_gameObjectId`):-

    void Turret::registerEasy(PhysicObject* physicO){
        registerFullversion(CACHE_gameObjectId,physicO);
        //int ""CACHE_gameObjectId"" is a new field of ""Turret""
    };
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        Turret::CACHE_gameObjectId=gameObjectId;
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerEasy(phy);
        //^ short as before, nice
    }

**Disadvantage of my solution:** dirty, look dangerous (not so automatic, thus can cause more bug) , seem to be less thread-safe (?)","2016-10-13 09:49:50"
"40017689","refactor lambda to be called by another class: while keeping caller's code to be still short","0","<c++11><lambda>","2016-10-13 09:49:50"
"40017689","refactor lambda to be called by another class: while keeping caller's code to be still short","0","refactor lambda to be called by another class: while keeping caller's code to be still short","2016-10-13 10:09:52"
"40017689","refactor lambda to be called by another class: while keeping caller's code to be still short","0","How to professionally refactor lambda function to be called by another class WHILE make caller's code still short?

Here is my original code, using lambda.

    void Turret::registerFullversion(int gameObjectId, PhysicObject* phyO){//utility
        //.... something a bit complex .......
    }
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        auto registerEasy=[&]( PhysicObject* phyO){
            //^ served as a short hand version of ""registerFullversion""
            //  1 parameter is more comfortable than 2
            registerFullversion(gameObjectId,phyO);
        }
        switch(typeOfTurret){
            case 1:{ //this part will be moved into another class (###)
                PhysicObject* phy=PhysicSystem::createNewPhysicObject();
                registerEasy( phy);
                //^ equivalent to ""registerFullversion(gameObjectId,phy)""
                //  but it is very concise (1 parameter), nice!
            };break;
            //..... a lot of case ....
        }
    }

I want to move a part of function (###) from `Turret` into another class (`TurretLaser`).     
It works, but the result is not as short as before :-

    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerFullversion(gameObjectId,phy);
        //^ it is not as short as before  (now = 2 parameters)
    }

**Note** 
-----    

- In real case, all above functions are non-static function, and all functions are far more complex.
- Performance is the first priority.
- Solution can also provide a new example & solution instead of showing modification of my code.

My attempt
------

I will manually capture the related data (`gameObjectId`) and cache it (using a new variable `CACHE_gameObjectId`):-

    void Turret::registerEasy(PhysicObject* physicO){
        registerFullversion(CACHE_gameObjectId,physicO);
        //int ""CACHE_gameObjectId"" is a new field of ""Turret""
    };
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        Turret::CACHE_gameObjectId=gameObjectId;
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerEasy(phy);
        //^ short as before, nice
    }

**Disadvantage of my solution:** dirty, look dangerous (not so automatic, thus can cause more bug) , seem to be less thread-safe (?)","2016-10-13 09:55:19"
"40017689","refactor lambda to be called by another class: while keeping caller's code to be still short","0","How to professionally refactor lambda function to be called by another class WHILE make caller's code still short?

Here is my original code, using lambda.

    void Turret::registerFullversion(int gameObjectId, PhysicObject* phyO){//utility
        //.... something a bit complex .......
    }
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        auto registerEasy=[&]( PhysicObject* phyO){
            //^ served as a short hand version of ""registerFullversion""
            //  1 parameter is more comfortable than 2
            registerFullversion(gameObjectId,phyO);
        }
        switch(typeOfTurret){
            case 1:{ //this part will be moved into another class (###)
                PhysicObject* phy=PhysicSystem::createNewPhysicObject();
                registerEasy( phy);
                //^ equivalent to ""registerFullversion(gameObjectId,phy)""
                //  but it is very concise (1 parameter), nice!
            };break;
            //..... a lot of case ....
        }
    }

I want to move a part of function (###) from `Turret` into another class (`TurretLaser`).     
It works, but the result is that caller have to capture `gameObjectId` and pass it manually :-

    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerFullversion(gameObjectId,phy);
        //^ it is not as short as before  (now = 2 parameters)
    }

**Note** 
-----    

- In real case, all above functions are non-static function, and all functions are far more complex.
- Performance is the first priority.
- This question asks about how to omit the captured parameters rather than ""Please fix my code"", so a valid solution can also just provide a new example with its own fix instead of showing modification of my code.

My attempt
------

I will manually capture the related data (`gameObjectId`) and cache it (using a new variable `CACHE_gameObjectId`):-

    void Turret::registerEasy(PhysicObject* physicO){
        registerFullversion(CACHE_gameObjectId,physicO);
        //int ""CACHE_gameObjectId"" is a new field of ""Turret""
    };
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        Turret::CACHE_gameObjectId=gameObjectId;
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerEasy(phy);
        //^ short as before, nice
    }

**Disadvantage of my solution:** dirty, look dangerous (not so automatic, thus can cause more bug) , seem to be less thread-safe (?)","2016-10-13 10:03:43"
"40017689","refactor lambda to be called by another class: while keeping caller's code to be still short","0","How to professionally refactor lambda function to be called by another class WHILE make caller's code still short?

Here is my original code, using lambda.

    void Turret::registerFullversion(int gameObjectId, PhysicObject* phyO){//utility
        //.... something a bit complex .......
    }
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        auto registerEasy=[&]( PhysicObject* phyO){
            //^ served as a short hand version of ""registerFullversion""
            //  1 parameter is more comfortable than 2
            registerFullversion(gameObjectId,phyO);
        }
        switch(typeOfTurret){
            case 1:{ //this part will be moved into another class (###)
                PhysicObject* phy=PhysicSystem::createNewPhysicObject();
                registerEasy( phy);
                //^ equivalent to ""registerFullversion(gameObjectId,phy)""
                //  but it is very concise (1 parameter), nice!
            };break;
            //..... a lot of case ....
        }
    }

I want to move a part of function (###) from `Turret` into another class (`TurretLaser`).     
It works, but the result is that caller have to capture `gameObjectId` and pass it manually :-

    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerFullversion(gameObjectId,phy);
        //^ it is not as short as before  (now = 2 parameters)
    }

**Note** 
-----    

- In real case, all above functions are non-static function, and all functions are far more complex.
- Performance is the first priority.  Thus, `std::bind` and `std::function` are not allowed.
- This question asks about how to omit the captured parameters rather than ""Please fix my code"", so a valid solution can also just provide a new example with its own fix instead of showing modification of my code.

My attempt
------

I will manually capture the related data (`gameObjectId`) and cache it (using a new variable `CACHE_gameObjectId`):-

    void Turret::registerEasy(PhysicObject* physicO){
        registerFullversion(CACHE_gameObjectId,physicO);
        //int ""CACHE_gameObjectId"" is a new field of ""Turret""
    };
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        Turret::CACHE_gameObjectId=gameObjectId;
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerEasy(phy);
        //^ short as before, nice
    }

**Disadvantage of my solution:** dirty, look dangerous (not so automatic, thus can cause more bug) , seem to be less thread-safe (?)","2016-10-13 10:09:52"
"40017689","refactor lambda to be called by another class: while keeping caller's code to be still short","0","How to professionally refactor lambda function to be called by another class WHILE make caller's code still short?

My attempt shows that for changing a lambda function to a normal function, I have to capture variables manually, thus the new normal function requires more parameters (to compensate automatic capture ability).  

As a result, the new function is more tedious to use, and can cause more bug.

Example
-----------

Here is my original code, using lambda.

    void Turret::registerFullversion(int gameObjectId, PhysicObject* phyO){//utility
        //.... something a bit complex .......
    }
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        auto registerEasy=[&]( PhysicObject* phyO){
            //^ served as a short hand version of ""registerFullversion""
            //  1 parameter is more comfortable than 2
            registerFullversion(gameObjectId,phyO);
        }
        switch(typeOfTurret){
            case 1:{ //this part will be moved into another class (###)
                PhysicObject* phy=PhysicSystem::createNewPhysicObject();
                registerEasy( phy);
                //^ equivalent to ""registerFullversion(gameObjectId,phy)""
                //  but it is very concise (1 parameter), nice!
            };break;
            //..... a lot of case ....
        }
    }

I want to move a part of function (###) from `Turret` into another class (`TurretLaser`).     

It works, but the result is that caller have to capture `gameObjectId` and pass it manually :-

    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerFullversion(gameObjectId,phy);
        //^ it is not as short as before  (now = 2 parameters)
    }

**Note** 
-----    

- In real case, all above functions are non-static function, and all functions are far more complex.
- Performance is the first priority.  Thus, `std::bind` and `std::function` are not allowed.
- This question asks about how to omit the captured parameters rather than ""Please fix my code"", so a valid solution can also just provide a new example with its own fix instead of showing modification of my code.

My attempt
------

I will manually capture the related data (`gameObjectId`) and cache it (using a new variable `CACHE_gameObjectId`):-

    void Turret::registerEasy(PhysicObject* physicO){
        registerFullversion(CACHE_gameObjectId,physicO);
        //int ""CACHE_gameObjectId"" is a new field of ""Turret""
    };
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        Turret::CACHE_gameObjectId=gameObjectId;
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerEasy(phy);
        //^ short as before, nice
    }

**Disadvantage of my solution:** dirty, look dangerous (not so automatic, thus can cause more bug) , seem to be less thread-safe (?)","2016-10-13 10:16:26"
"40017689","refactor lambda to be called by another class: while keeping caller's code to be still short","0","How to professionally refactor lambda function to be called by another class WHILE make caller's code still short?

My attempt shows that for changing a lambda function to a normal function, I have to capture variables manually, thus the new normal function requires more parameters (to compensate automatic capture ability).  

As a result, the new function is more tedious to use, and can cause more bug.

Example
-----------

Here is my original code, using lambda.

    void Turret::registerFullversion(int gameObjectId, PhysicObject* phyO){//utility
        //.... something a bit complex .......
    }
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        auto registerEasy=[&]( PhysicObject* phyO){
            //^ served as a short hand version of ""registerFullversion""
            //  1 parameter is more comfortable than 2
            registerFullversion(gameObjectId,phyO);
        }
        switch(typeOfTurret){
            case 1:{ //this part will be moved into another class (###)
                PhysicObject* phy=PhysicSystem::createNewPhysicObject();
                registerEasy( phy);
                //^ equivalent to ""registerFullversion(gameObjectId,phy)""
                //  but it is very concise (1 parameter), nice!
            };break;
            //..... a lot of case ....
        }
        //... do something about ""gameObjectId""
    }

I want to move a part of function (###) from `Turret` into another class (`TurretLaser`).     

It works, but the result is that caller have to capture `gameObjectId` and pass it manually :-

    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerFullversion(gameObjectId,phy);
        //^ it is not as short as before  (now = 2 parameters)
    }

**Note** 
-----    

- In real case, all above functions are non-static function, and all functions are far more complex.
- Performance is the first priority.  Thus, `std::bind` and `std::function` are not allowed.
- This question asks about how to omit the captured parameters rather than ""Please fix my code"", so a valid solution can also just provide a new example with its own fix instead of showing modification of my code.

My attempt
------

I will manually capture the related data (`gameObjectId`) and cache it (using a new variable `CACHE_gameObjectId`):-

    void Turret::registerEasy(PhysicObject* physicO){
        registerFullversion(CACHE_gameObjectId,physicO);
        //int ""CACHE_gameObjectId"" is a new field of ""Turret""
    };
    void Turret::createTurret(int typeOfTurret){
        int gameObjectId=createNewGameObjectId();
        Turret::CACHE_gameObjectId=gameObjectId;
        switch(typeOfTurret){
            case 1:{ //this part have to be move into another class
                TurretLaser::createTurret(gameObjectId)
            };break;
            //..... a lot of case ....
        }
    }
    void TurretLaser::createTurret(int gameObjectId){ //(###)
        PhysicObject* phy=PhysicSystem::createNewPhysicObject();
        Turret:registerEasy(phy);
        //^ short as before, nice
    }

**Disadvantage of my solution:** dirty, look dangerous (not so automatic, thus can cause more bug) , seem to be less thread-safe (?)","2016-10-13 10:55:04"
"40077339","refactor capybara javascript dropzone test","0","refactor capybara javascript dropzone test","2016-10-17 01:34:13"
"40077339","refactor capybara javascript dropzone test","0","I'm trying to call a dropzone capybara test multiple times. However, when I call it a second time, the ID has already been used. I'm trying to randomize the ID so it can run multiple times.

    def drop_in_dropzone(file_path)
      page.execute_script <<-JS
        fakeFileInput = window.$('<input/>').attr(
          {id: 'fakeFileInput', type:'file'}
        ).appendTo('body');
      JS
      attach_file(""fakeFileInput"", file_path)
      page.execute_script(""var fileList = [fakeFileInput.get(0).files[0]]"")
      page.execute_script <<-JS
        var e = jQuery.Event('drop', { dataTransfer : { files : [fakeFileInput.get(0).files[0]] } });
        $('.dropzone')[0].dropzone.listeners[0].events.drop(e);
      JS
    end

Error when calling it 2nd time.

    Failure/Error: attach_file(""fakeFileInput"", file_path)
         
    Capybara::Ambiguous:
    Ambiguous match, found 2 elements matching file field ""fakeFileInput""

","2016-10-17 01:34:13"
"40077339","refactor capybara javascript dropzone test","0","<javascript><ruby-on-rails><rspec><capybara>","2016-10-17 01:34:13"
"6051672","refactoring rails3 models with use with an external model API","0","refactoring rails3 models with use with an external model API","2011-05-18 22:14:59"
"6051672","refactoring rails3 models with use with an external model API","0","How could I optimize (refactor) this non activerecord based model in rails3 that i have created.?

application.rb contains this:

    CS = CloudServers::Connection.new(:username => '<hidden>', :api_key => '<hidden>')

cloudserver.rb (model) contains this:

    class Cloudserver
      # extend ActiveModel::Naming
      
      
      attr_reader :id
      attr_reader :name
      attr_reader :image_id
      attr_reader :flavor_id
      attr_reader :status
      attr_reader :progress
      attr_reader :host_id
      
      def initialize(id,name,image_id,flavor_id,status,progress,host_id)
        @id = id
        @name = name
        @image_id = image_id
        @flavor_id = flavor_id
        @status = status
        @progres = progress
        @host_id = host_id
      end
    
      def self.all
        server = CS.servers.map { |i|
          new(i[:id],i[:name],i[:imageId],i[:flavorId],i[:status],i[:progress],i[:hostId])
          # new(i)
        }
      end
       
      def self.find(param)
        all.detect { |l| l.id == param.to_i } || raise(ActiveRecord::RecordNotFound)
      end
    
      # def self.new
      #     server = CS.create_server(:name => ""BOOYA"", :imageId => 49, :flavorId => 2, :metadata => {'Luke' => 'Awesome'})
      #   end

    end


FYI i am trying to build rails models for this api:
https://github.com/rackspace/ruby-cloudservers

should I bother or just have the controllers access the CS Object directly","2011-05-18 22:14:59"
"6051672","refactoring rails3 models with use with an external model API","0","<ruby><ruby-on-rails-3>","2011-05-18 22:14:59"
"42349192","refactoring namespace in RESTFul WCF causes error at runtime","0","refactoring namespace in RESTFul WCF causes error at runtime","2017-02-20 16:04:47"
"42349192","refactoring namespace in RESTFul WCF causes error at runtime","0","I create a ""WCF Service Application"" project.

I make the interface, then class, a [DataMember] decorated object, and Global.asax.cs Global class in the same namespace, `parentns.mynamespage`.

I run this in VStudio IIS Express and everything is great.

.

Then I realize I want to refactor the namespace to `parentns.subnamespace`.
That is the only change alone in Imyclass.cs (the object also exists in this file), myClass.cs, and Global.asax.cs recompile and F5-run again in VStudio Imyclass

Now I get:

> ""the remote server returned an error: (500) Internal Server Error""

Nothing is reported of interest in the Output window except a very generic 

> ""Exception thrown: 'System.Net.WebException' in System.dll""

If I Ctrl-Z everything and rerun everything works again.

What else am I needing to refactor?

How do you troubleshoot this?

Thanks for you help
","2017-02-20 16:04:47"
"42349192","refactoring namespace in RESTFul WCF causes error at runtime","0","<c#><asp.net><.net><wcf><asp.net-mvc-4>","2017-02-20 16:04:47"
"18966616","refactoring variables access automatically","0","refactoring variables access automatically","2013-09-23 18:48:49"
"18966616","refactoring variables access automatically","0","I have changed access to a class variables from being public to private,

then created getters & setters (100 variables)

sometime later, after that is completed,

how can I automate, accessing any of these variables directly to set/get without going through every single one of these 100 variable. sometime a variable is accessed almost everywhere throughout a big project, so it is a bit tough to do by hand.

I am using Eclipse IDE, c++ project","2013-09-23 18:48:49"
"18966616","refactoring variables access automatically","0","<c++><eclipse><oop><encapsulation><automated-refactoring>","2013-09-23 18:48:49"
"26717938","refactoring repetitive sass to modify based on immediate parent's class","0","refactoring repetitive sass to modify based on immediate parent's class","2014-11-03 15:56:11"
"26717938","refactoring repetitive sass to modify based on immediate parent's class","0","tldr: how to avoid repetition of "".well"" selector in below example.

I am using bootstrap and sass to display a ""well"" div with a shape and with a gradient fill. This may not be a proper use of wells and I'd welcome other suggestions as to how to draw circular/rectangular divs with X% shaded (ideally where X is any integer. [0, 100]) but, for now, I am most interested in whether it's possible in SASS to get rid of the repetition of "".well"". I tried using ""<space>&"" but it would reverse .some_container too and I only wanted to reverse the immediate .inner_container parent to apply there (e.g. .inner_container.round). [There is one outer_container and multiple inner_containers. Each inner_container has one well.]

    .outer_container {
      .inner_container {
        &.round .well {
          border-radius: 50%;
        }
    
        &.barely_filled .well {
          @include gradient-horizontal(sienna, $well-bg, 0%, 25%);
        }
    
        &.half_filled .well {
          @include gradient-horizontal(sienna, $well-bg, 0%, 50%);
        }
    
        &.fairly_filled .well {
          @include gradient-horizontal(sienna, $well-bg, 0%, 75%);
        }
    
        &.mostly_filled .well {
          background-color: sienna;
        }
      }
    }","2014-11-03 15:56:11"
"26717938","refactoring repetitive sass to modify based on immediate parent's class","0","<css><twitter-bootstrap-3><sass>","2014-11-03 15:56:11"
"34119077","refactor javascript to limit repetition in form calculations","0","refactor javascript to limit repetition in form calculations","2015-12-06 15:25:35"
"34119077","refactor javascript to limit repetition in form calculations","0","Building a [form][1] where values can be entered in either pounds or kilos.


  [1]: http://brinsterinc.com/ovn/lbskilos.html

Script is...

		function onlyNumber(fld) {
			 if(fld.value.match(/[^0-9.]/)) {
			 fld.value=fld.value.replace(/[^0-9.]/g,'');
			 }
		}
		function convertUnit(sense, value) {
			retValue = 0;
			if (isNaN (value)) { alert ('Non-numeric value');  return 0; }
			value = parseFloat (value);
			var factor = 0.4536;
			if (sense == 'kg2lb') {
				 retValue = value/factor;
				 retValue = Math.round(retValue);
			}
			else if (sense == 'lb2kg') {
				 retValue = value*factor;
				 retValue = Math.round(retValue);
			}
			return retValue;
		}

Works fine but I have to repeat this on every input:

    onblur=""this.form.kg_va.value=convertUnit('lb2kg',this.value);"" onkeyup=""onlyNumber(this);"" onfocus=""if(this.value == '0') { this.value = ''; }"" 

Is there some way to simplify the onblur code ? 

For example, is there a way to have the function focus on the same var pairs? The var pair being lb_FOOBAR and kg_FOOBAR.

And what about the input functions that are exactly the same?

    onkeyup=""onlyNumber(this);"" onfocus=""if(this.value == '0') { this.value = ''; }""

Any way to avoid having to repeat them for each input? Form will have 12 fields.

Thanks folks... trying to learn how to write gooder code!","2015-12-06 15:25:35"
"34119077","refactor javascript to limit repetition in form calculations","0","<javascript>","2015-12-06 15:25:35"
"17358441","refactoring in C# codefirst","0","refactoring in C# codefirst","2013-06-28 06:20:43"
"17358441","refactoring in C# codefirst","0","I have very method is equal same
for example:
.d asd asdas dasd as dasd

.d asd asd asd asd asdas d

.xsdasd asd asdasdasdasd

. dasd asd asd asd asd asd

.d asdasd asd as dasd asdas

.
 das dsadasdasdasad asd 


//First method

        public ActionResult _Create1(MyClassView1  content)
        {            
            if (ModelState.IsValid)            
            {
                MyClass1 Home = new MyClass();
                Mapper.Map(content, Home);
                if (content.Id <= 0)                
                    db.MyClasse1s.Add(Home);                                    
                else               
                    db.Entry(Home).State = EntityState.Modified;
                db.SaveChanges();
                return Content(""Ok"");
            }
            return PartialView(content);
        }

//second method

        public ActionResult _Create2(MyClassView2  content)
        {            
            if (ModelState.IsValid)            
            {
                MyClass2 Home = new MyClass();
                Mapper.Map(content, Home);
                if (content.Id <= 0)                
                    db.MyClasse1s.Add(Home);                                    
                else                
                    db.Entry(Home).State = EntityState.Modified;
                db.SaveChanges();
                return Content(""Ok"");
            }
            return PartialView(content);
        }

//tree method

        public ActionResult _Create3(MyClassView3  content)
        {            
            if (ModelState.IsValid)            
            {
                MyClass3 Home = new MyClass();
                Mapper.Map(content, Home);
                if (content.Id <= 0)                
                    db.MyClasse1s.Add(Home);                                    
                else                
                    db.Entry(Home).State = EntityState.Modified;
                db.SaveChanges();
                return Content(""Ok"");
            }
            return PartialView(content);
        }
...

..

.

how can merge this class to one class

thanks for answers ","2013-06-28 06:20:43"
"17358441","refactoring in C# codefirst","0","<c#><ef-code-first><refactoring>","2013-06-28 06:20:43"
