Id,Title,Score,Body,CreationDate
"33651537","refactoring old php with reflection","0","<p>so I am refactoring some old code written by someone else. I've come across this:</p>

<pre><code>$r = new \ReflectionClass($className);
$args = (is_subclass_of($className, 'ClassA')) ? [$arg1, $arg2] : [$arg2];
$classInstance = $r-&gt;newInstanceArgs($args);
</code></pre>

<p>my question is, why would the person do this? Doesn't this do the same?</p>

<pre><code>$args = (is_subclass_of($className, 'ClassA')) ? [$arg1, $arg2] : [$arg2];
$classInstance = new $className($args);
</code></pre>

<p>The code is a few years old - the reason could have something to do with old PHP version features. I'm just looking for reasons and confirmation that the second way is ""better"". Thanks.</p>
","2015-11-11 13:26:32"
"33717310","refactor controller to use a service in angular with multiple functions","0","<p>I have a controller that works fine, but it seems like it should be refactored to include a service.</p>

<p>My controller uses two functions to change a display of ingredients. One tied to a select element for mobile, the other tied to links for desktops.</p>

<p>Is it possible to refactor this to use a service?</p>

<p>My html for Mobile:</p>

<pre><code>&lt;select ng-model=""ingredient.item"" ng-options=""i.option for i in ingredient.items"" ng-change=""ingredient.change_select(ingredient.item)""&gt;
    &lt;option value=""""&gt;choose ingredient&lt;/option&gt;
&lt;/select&gt;
</code></pre>

<p>My html for Desktop:</p>

<pre><code>&lt;a ng-click=""ingredient.change_tab('octopamine','Octopamine')""&gt;Octopamine&lt;/a&gt;
</code></pre>

<p>My controller:</p>

<pre><code>app.controller('IngredientsCtrl', function() {
  var ingredient = this;

  ingredient.items = [
    {
      'option': 'Brigham\'s Tea Leaf',
      'param' : 'brighamtea'
    },
    {
      'option': 'White Willow Bark Powder',
      'param' : 'white_willow'
    }];

  ingredient.tab = 'brighamtea';
  ingredient.tab_image = 'http://imgix.ximo365.com/brighamtea.jpg';
  ingredient.tab_title = 'Brigham\'s Tea Leaf';

  ingredient.change_select = function (item) {
    ingredient.tab = item.param;
    ingredient.tab_image = 'http://imgix.ximo365.com/' + item.param + '.jpg';
    ingredient.tab_title = item.option;
  }

  ingredient.change_tab = function(param,title) {
    ingredient.tab = param;
    ingredient.tab_image = 'http://imgix.ximo365.com/' + param + '.jpg';
    ingredient.tab_title = title;
  }
});
</code></pre>
","2015-11-15 07:09:48"
"17206541","refactor this ruby database/sequel gem lookup","0","<p>I know this code is not optimal, any ideas on how to improve it?</p>

<pre><code>job_and_cost_code_found = false
  timberline_db['SELECT Job, Cost_Code FROM [JCM_MASTER__COST_CODE] WHERE [Job] = ? AND [Cost_Code] = ?', job, clean_cost_code].each do |row|
    job_and_cost_code_found = true
  end

if job_and_cost_code_found == false then 
  info = linenum + "","" + id + "",,Employees default job and cost code do not exist in timberline. job:#{job} cost code:#{clean_cost_code}""
  add_to_exception_output_file(info)
end
</code></pre>
","2013-06-20 06:18:51"
"26717938","refactoring repetitive sass to modify based on immediate parent's class","0","<p>tldr: how to avoid repetition of "".well"" selector in below example.</p>

<p>I am using bootstrap and sass to display a ""well"" div with a shape and with a gradient fill. This may not be a proper use of wells and I'd welcome other suggestions as to how to draw circular/rectangular divs with X% shaded (ideally where X is any integer. [0, 100]) but, for now, I am most interested in whether it's possible in SASS to get rid of the repetition of "".well"". I tried using ""&amp;"" but it would reverse .some_container too and I only wanted to reverse the immediate .inner_container parent to apply there (e.g. .inner_container.round). [There is one outer_container and multiple inner_containers. Each inner_container has one well.]</p>

<pre><code>.outer_container {
  .inner_container {
    &amp;.round .well {
      border-radius: 50%;
    }

    &amp;.barely_filled .well {
      @include gradient-horizontal(sienna, $well-bg, 0%, 25%);
    }

    &amp;.half_filled .well {
      @include gradient-horizontal(sienna, $well-bg, 0%, 50%);
    }

    &amp;.fairly_filled .well {
      @include gradient-horizontal(sienna, $well-bg, 0%, 75%);
    }

    &amp;.mostly_filled .well {
      background-color: sienna;
    }
  }
}
</code></pre>
","2014-11-03 15:56:11"
"5542598","refactoring an array","0","<p>I have the following result in AMFPHP from a sql query:</p>

<pre><code>(Array)#0
  [0] (Object)#1
    id = ""1""
    naam = ""4 kazen""
    pizzeria_id = ""1""
    pizzerianaam = ""Howest pizza""
    prijs = ""11""
  [1] (Object)#2
    id = ""2""
    naam = ""Napolitano""
    pizzeria_id = ""1""
    pizzerianaam = ""Howest pizza""
    prijs = ""13""
  [2] (Object)#3
    id = ""5""
    naam = ""pizza bolognaise""
    pizzeria_id = ""2""
    pizzerianaam = ""Nicola pizza""
    prijs = ""12""
  [3] (Object)#4
    id = ""6""
    naam = ""pizza funghi""
    pizzeria_id = ""2""
    pizzerianaam = ""Nicola pizza""
    prijs = ""16""
</code></pre>

<p>what i would like to do is refactor this array so the result is a  assosiative array with 2 arrays inside of it, the 2 arrays should be called after the ""pizzerianaam"" and within the ""pizzerianaam"" i should see the pizza's where the ""pizzerianaam"" matches.</p>

<p>so an array with 2 arrays in it wich contains other arrays for each pizza where the ""pizzerianaam"" value matches.</p>

<p>Anyone who ca help?</p>
","2011-04-04 18:22:20"
"29997423","refactoring a function that sorts with consideration for initial articles","0","<p>I've got a function that does what I want it to do, but it's really, really ugly. Looking for ways to not necessarily make it faster, but maybe make it a little less ugly, more generic, and overall more maintainable.</p>

<pre><code>&lt;?php

// unordered list
$list = Array(
    0 =&gt; 'My Images',
    1 =&gt; 'Text Alignment',
    2 =&gt; 'Your New Post',
    3 =&gt; 'The More Tag',
    4 =&gt; 'The Average Post',
    5 =&gt; 'The Paginated'
);

// Desired output:
//  Array(
//      4 =&gt; 'The Average Post',
//      3 =&gt; 'The More Tag',
//      0 =&gt; 'My Images',
//      5 =&gt; 'The Paginated',
//      1 =&gt; 'Text Alignment',
//      2 =&gt; 'Your New Post'
//  )

function alphabetical_sort_with_initial_articles($array) {
    $temp_results = [];
    $results = [];
    foreach($array as $key =&gt; $value) {
        $value_arr = explode(' ', $value);
        if($value_arr[0] === 'The') { // need to make this dynamic: the|The|etc.
            $initial_article = array_shift($value_arr);
            $temp_results[$key] = array(
                implode(' ', $value_arr),
                $initial_article
            );
        } else {
            $temp_results[$key] = array(
                implode(' ', $value_arr),
                false
            );
        }
    }

    uasort($temp_results, function($a, $b) {
        return ($a[0] &gt; $b[0]);
    });

    foreach($temp_results as $key =&gt; $value) {
        $results[$key] = trim($value[1] . ' ' . $value[0]);
    }

    return $results;
}

print_r($list);
echo ""------------------------\n"";
print_r(alphabetical_sort_with_initial_articles($list));

//josh@lear:~/Development/PHP/$ time php lists.php
//Array
//(
//    [0] =&gt; My Images
//    [1] =&gt; Text Alignment
//    [2] =&gt; Your New Post
//    [3] =&gt; The More Tag
//    [4] =&gt; The Average Post
//    [5] =&gt; The Paginated
//)
//------------------------
//Array
//(
//    [4] =&gt; The Average Post
//    [3] =&gt; The More Tag
//    [0] =&gt; My Images
//    [5] =&gt; The Paginated
//    [1] =&gt; Text Alignment
//    [2] =&gt; Your New Post
//)
//
//real  0m0.032s
//user  0m0.017s
//sys   0m0.013s
</code></pre>
","2015-05-02 01:37:52"
"46542385","refactoring spring boot application to use npm modules","0","<p>I had a spring boot application referencing JS files from resources/static folder. I installed node modules in that application in the root of the project. Can I load <code>npm</code> downloaded modules in java spring boot application ? How shall I reference the JS libraries in html files of the application ?</p>
","2017-10-03 10:24:45"
"35879208","refactor d3 bar chart to be horizontal bar chart","0","<p>I was trying to refactor this bar chart in d3 to be a horizontal bar chart. I think I've isolated the three areas that need to be changed:</p>

<p>the original scale declarations:</p>

<pre><code>  var x0 = d3.scale.ordinal()
      .rangeRoundBands([0, width], 0.1);

  var x1 = d3.scale.ordinal();

  var y = d3.scale.linear()
      .range([height, 0]);
</code></pre>

<p>The domain definitions:</p>

<pre><code>x0.domain(data.map(function(d) { return d.deviceType; }));
x1.domain(deviceClass).rangeRoundBands([0, x0.rangeBand()]);
y.domain([0, d3.max(data, function(d) { return d3.max(d.whenPurchased, function(d) { return d.value; }); })]);
</code></pre>

<p>the rect appending and positioning:</p>

<pre><code>device.selectAll(""rect"")
    .data(function(d) { return d.whenPurchased; })
  .enter().append(""rect"")
    .attr(""width"", x1.rangeBand())
    .attr(""x"", function(d) { return x1(d.device); })
    .attr(""y"", function(d) { return y(d.value); })
    .attr(""height"", function(d) { return height - y(d.value); })
    .style(""fill"", function(d) { return color(d.device); });
</code></pre>

<p>I can't seem to get the refactoring right and I think that is because I don't exactly get how domain works for x0 and basically not getting that right has a waterfall effect of everything else not working.</p>

<p>I put the full example here: <a href=""https://jsfiddle.net/hamlinkn/286L7fh0/1/"" rel=""nofollow"">JSFIDDLE</a></p>
","2016-03-08 22:22:12"
"6051672","refactoring rails3 models with use with an external model API","0","<p>How could I optimize (refactor) this non activerecord based model in rails3 that i have created.?</p>

<p>application.rb contains this:</p>

<pre><code>CS = CloudServers::Connection.new(:username =&gt; '&lt;hidden&gt;', :api_key =&gt; '&lt;hidden&gt;')
</code></pre>

<p>cloudserver.rb (model) contains this:</p>

<pre><code>class Cloudserver
  # extend ActiveModel::Naming


  attr_reader :id
  attr_reader :name
  attr_reader :image_id
  attr_reader :flavor_id
  attr_reader :status
  attr_reader :progress
  attr_reader :host_id

  def initialize(id,name,image_id,flavor_id,status,progress,host_id)
    @id = id
    @name = name
    @image_id = image_id
    @flavor_id = flavor_id
    @status = status
    @progres = progress
    @host_id = host_id
  end

  def self.all
    server = CS.servers.map { |i|
      new(i[:id],i[:name],i[:imageId],i[:flavorId],i[:status],i[:progress],i[:hostId])
      # new(i)
    }
  end

  def self.find(param)
    all.detect { |l| l.id == param.to_i } || raise(ActiveRecord::RecordNotFound)
  end

  # def self.new
  #     server = CS.create_server(:name =&gt; ""BOOYA"", :imageId =&gt; 49, :flavorId =&gt; 2, :metadata =&gt; {'Luke' =&gt; 'Awesome'})
  #   end

end
</code></pre>

<p>FYI i am trying to build rails models for this api:
<a href=""https://github.com/rackspace/ruby-cloudservers"" rel=""nofollow"">https://github.com/rackspace/ruby-cloudservers</a></p>

<p>should I bother or just have the controllers access the CS Object directly</p>
","2011-05-18 22:14:59"
"12850480","refactor code to a loop","0","<p>Currently I have </p>

<pre><code>    &lt;b&gt;Step 1&lt;/b&gt;    
      &lt;%= @recipe_records.instruct_1 %&gt;
     &lt;/p&gt;   
    &lt;p&gt; 
    &lt;b&gt;Step 2&lt;/b&gt;       
      &lt;%= @recipe_records.instruct_2 %&gt;
      &lt;/p&gt;
    .....
    &lt;b&gt;Step 30&lt;/b&gt;      
      &lt;%= @recipe_records.instruct_30 %&gt;
      &lt;/p&gt;
</code></pre>

<p>How do I put it in a loop instead of listing all 30 steps and to not display empty steps?</p>

<pre><code>    &lt;% 30.times do |n|%&gt;
        &lt;% ri = @recipe_records.instruct_#{n+1}%&gt;
        &lt;%= if !ri.empty? %&gt;
            &lt;p&gt;
            &lt;%= ri %&gt;
        &lt;% end%&gt;
    &lt;% end %&gt;
</code></pre>

<p>Tried but unable to work.</p>
","2012-10-12 00:11:51"
"7302745","refactoring code in symfony","0","<pre><code>if (!$this-&gt;getUser()-&gt;isAuthenticated())
{
  $this-&gt;redirect('login/index');
}
</code></pre>

<p>i would like add this code for many actions in different modules. I must copy this code for each action? I would like make somethings:</p>

<pre><code>//module 

class Invite
public function executeIndex {
 sfConfig:get('redirect');
}


class Home
public function executeIndex {
 sfConfig:get('redirect');
}

public function executeShow {
  sfConfig:get('redirect');
}
</code></pre>

<p>if  can't be in different modules, although it might in a single?</p>
","2011-09-04 23:25:06"
"44247588","refactor code to upload multiple images swift 3","0","<p>I have some code I am writing in swift, I want to upload multiple images and was wondering if I can refactor the code I have to allow multiple images to be checked. </p>

<p>below is my code. I want to add 8 images to firebase at once.</p>

<pre><code>    guard let image1 = picture1.image else {
        print(""Tony: No image selected"")
        return
    }

    guard let image2 = picture2.image else {
        print(""Tony: No image selected"")
        return
    }       

    if let imageData = UIImageJPEGRepresentation(image1, 0.2) {

        let imageUid = NSUUID().uuidString
        let metadata = StorageMetadata()
        metadata.contentType = ""image/jpeg""
        DataService.ds.REF_POST_IMAGES.child(imageUid).putData(imageData, metadata: metadata, completion: { (metadata, error) in
            if error != nil {
                print(""Tony: Unable to upload image to Firebase storage"")
            }else {
                print(""Tony: Successfully uploaded image to Firebase storage"")
                let downloadURL = metadata?.downloadURL()?.absoluteString
            }
        })
        alertPlate()
    }
}
</code></pre>
","2017-05-29 17:15:16"
"21403084","refactoring large if else satement in java","0","<p>I'm trying to refactor some code so I don't have a large if / else if statement if possible. </p>

<p>Here is the code: </p>

<pre><code>if (Character.getNumericValue(num) == 0 ) {
        return bar0;
    }
    else if (Character.getNumericValue(num) == 1 ) {
        return bar1;
    }
    else if (Character.getNumericValue(num) == 2 ) {
        return bar2;
    }
    else if (Character.getNumericValue(num) == 3 ) {
        return bar3;
    }
    else if (Character.getNumericValue(num) == 4 ) {
        return bar4;
    }
    else if (Character.getNumericValue(num) == 5 ) {
        return bar5;
    }
    else if (Character.getNumericValue(num) == 6 ) {
        return bar6;
    }
    else if (Character.getNumericValue(num) == 7 ) {
        return bar7;
    }
    else if (Character.getNumericValue(num) == 8 ) {
        return bar8;
    }
    else if (Character.getNumericValue(num) == 9 ) {
        return bar9;
    }
    else {
        return bar10;
    }
</code></pre>

<p>Basically it checks if char num is equal to an int 0-9, then returns the associated numbers bar (which is of type string). Is there any way to make this better?</p>

<p>I would like it to be something like </p>

<pre><code>if (Character.getNumericaValue(num) == x {
   return barx;
}
else 
   return bar10;
</code></pre>

<p>if that makes sense. </p>
","2014-01-28 10:31:07"
"11950923","refactor data.frame column values","0","<p>Sorry guys if this is a noob question.
I need help on how to loop over my dataframe.Here is a sample data.</p>

<pre><code>a &lt;- c(10:29);
b &lt;- c(40:59);
e &lt;- rep(1,20);
test &lt;- data.frame(a,b,e)
</code></pre>

<p>I need to manipulate column ""e"" using the following criteria for values in column ""a""</p>

<p>for all values of</p>

<p>""a"" &lt;= 15, ""e"" = 1,</p>

<p>""a"" > 15 &amp; &lt; 20, ""e"" = 2</p>

<p>""a"" > 20 &amp; &lt; 25, ""e"" = 3</p>

<p>""a"" > 25 &amp; &lt; 30, ""e"" = 4 and so on to look like this</p>

<pre><code>result &lt;- cbind(a,b,rep(1:4, each=5))
</code></pre>

<p>My actual data frame is over 100k long. Would be great if you could sort me out here.</p>
","2012-08-14 11:02:14"
"30491453","refactoring object methods on javascript","0","<p>I have an object make = {};
I created object methods ( make.a(), make.h1() ) where each method creates a tag element</p>

<p>I created a JSFiddle of what I did:  <a href=""http://jsfiddle.net/cruzj/hpep8rfj/"" rel=""nofollow"">here</a></p>

<p>I want to create many tag elements like that.</p>

<p>Is there any way to avoid repeating </p>

<pre><code>    return document.createElement('tagName');
</code></pre>

<p>each time?</p>
","2015-05-27 19:27:53"
"25110150","refactoring my rails code (model method)","0","<p>So this works fine, it's just I need some refactoring done. What I want to achieve is, get all the values for the current record or just put another column (calculated column, like in SQL) that'll hold all the values for all of my fields that starts with ""address"".</p>

<p>So far, this is what I have.</p>

<p>Thanks for any input. Also, if possible, do not post the actual refactored code, but just let me know what I should be reading or just hints. I prefer achieving this on my own. Thanks again.</p>

<pre><code>  def address
    ""#{self[:address_street1]} #{self[:address_street2]} #{self[:address_city]} #{self[:address_state]} #{self[:address_zipcode]} #{self[:address_country]}""
  end
</code></pre>
","2014-08-03 23:50:40"
"1685282","refactor to use oop mvc","0","<p>how do I refactor this to use oop , with mvc pattern.</p>

<pre><code>(function () {
  var dataToImage = { 'a': 'a.gif', 'b': 'something.gif' };
  var currentimage = dataToImage['a'];
  function setCurrentImage(e){ currentImage = e.src; }
  function getMousePosition(){  }
  function drawToolbar {
    for(i in dataToImage){
      document.write('&lt;img src=""'+dataToImage[i]+'"" onclick=""setCurrentImage(this);""&gt;');
    }
    document.write('&lt;div onclick=""drawImage(this,getMousePosition())""&gt;&lt;/div&gt;');
    return;
  }
  function drawImage(div,xy) {
    var img = document.createElement('div');
    div.style[""left""] = xy[0];
    div.style[""top""] = xy[1];
    img.innerHTML='&lt;img src=""'+currentImage+'""&gt;');
    div.appendChild(img);
    return;  
  }
  drawToolbar();
}());
</code></pre>
","2009-11-06 03:43:32"
"39622825","refactoring too many parameter in java code","0","<p>I want to refactor the program below. It has too many parameter smell. How can I refactor it?</p>

<pre><code>package net.sourceforge.ganttproject.export;

import net.sourceforge.ganttproject.GanttExportSettings;
import net.sourceforge.ganttproject.task.TaskContainmentHierarchyFacade;
import net.sourceforge.ganttproject.resource.HumanResourceManager;
import java.io.File;

public class PDFExportData extends ProjectExportData {

    final String myStylesheet;

public PDFExportData(GanttExportSettings myExportSettings, File myOutputFile, String myProjectName, String myProjectDescription, String myOrganization, HumanResourceManager myResourceManager, TaskContainmentHierarchyFacade myTaskHierarchyFacade, GanttChartExportProcessor myGanttChartExportProcessor, ResourceChartExportProcessor myResourceChartExportProcessor, String stylesheet) {
        super(myExportSettings, myOutputFile, myProjectName, myProjectDescription, myOrganization, myResourceManager, myTaskHierarchyFacade, myGanttChartExportProcessor, myResourceChartExportProcessor);

        myStylesheet = stylesheet;
    }
}
</code></pre>
","2016-09-21 17:19:54"
"41867292","refactor a regular for loop into an enhanced for loop","0","<p>I have a <em>regular</em> <code>for</code> loop that helps me append a character by taking advantage of the index positioning provided by the common <code>for</code> loop.</p>

<p>I want to refactor the loop and turn it into a <code>for each</code> loop, but the disadvantage is the index positioning. I can't find a way to indicate where I want to append my char. Is it even possible to use the <code>for each</code> loop in this case?</p>

<p><strong>from:</strong></p>

<pre><code>for (int i = 0; i &lt; itinerary.size(); i++) {
    sb.append(itinerary.get(i).toUpperCase());
    if (i &lt; itinerary.size() -1) {
        sb.append("" to "");
    }
}
</code></pre>

<p><strong>to</strong></p>

<pre><code>for (String itineray : itinerary){
    sb.append(itineray.toUpperCase());
    if ( //size of the array - 1){
        sb.append("" to "");
    }
}
</code></pre>
","2017-01-26 05:14:08"
"687637","refactoring question","0","<p>Given a method </p>

<pre><code>    public static string[] Foo(System.IO.Stream stream)
    {
        XmlTextWriter xmlWriter = new XmlTextWriter(stream,   System.Text.Encoding.ASCII);

        xmlWriter.WriteStartDocument();
        xmlWriter.WriteStartElement(""Element"");
        xmlWriter.WriteEndElement();
        xmlWriter.WriteEndDocument();
        xmlWriter.Flush();

        return new string[3]{""1"", ""2"", ""3""};
    }
</code></pre>

<p>and a calling code</p>

<pre><code>using(MemoryStream memStream = new MemoryStream())
{
     string[] playerIDs = PlayerCommand.Foo(stream);
     // do some stuff with stream and playerIDs
}
</code></pre>

<p>When the control passes out of the using directive, is there a problem that xmlWriter was not explicitly closed in Foo (which would make the stream useless)?</p>

<p>Also, is passing a Stream between methods unsavory, is there a better way to pass the results of XMLWriting back to the calling code (which will zip it up and file it away)?</p>

<p>Thanks in advance,
Greg</p>
","2009-03-26 21:35:09"
"24021316","refactoring top-level transforms","0","<p>I have a stylesheet with a number of templates that match certain elements, including an identity template:</p>

<pre><code>&lt;xsl:stylesheet&gt;
    &lt;xsl:template match=""@*|node()""&gt;
        &lt;xsl:copy&gt;
            &lt;xsl:apply-templates select=""@*|node()"" /&gt;
        &lt;/xsl:copy&gt;
    &lt;/xsl:template&gt;
    &lt;xsl:template match=""someElement/*&gt;
    ...
    &lt;/xsl:template&gt;
    &lt;!-- a bunch of other matching templates --&gt;
&lt;/xsl:stylesheet&gt;
</code></pre>

<p>A new requirement has come up that if a certain element in the input document has a specific value, most of the transformation should simply be skipped.</p>

<p>Of course I <em>can't</em> simply do this:</p>

<pre><code>&lt;xsl:stylesheet&gt;
    &lt;xsl:choose&gt;
        &lt;xsl:when test=""/someElement/somethingElse &amp;lt; 0""&gt;
            &lt;xsl:template match=""@*|node()""&gt;
                &lt;xsl:copy&gt;
                    &lt;xsl:apply-templates select=""@*|node()"" /&gt;
                &lt;/xsl:copy&gt;
            &lt;/xsl:template&gt;

            &lt;xsl:template match=""someElement/*&gt;
            ...
            &lt;/xsl:template&gt;
            &lt;!-- a bunch of other matching templates --&gt;
        &lt;/xsl:when&gt;
        &lt;xsl:otherwise&gt;
            &lt;!-- do very simple transform --&gt;
        &lt;/xsl:otherwise&gt;
    &lt;xsl:choose&gt;
&lt;/xsl:stylesheet&gt;
</code></pre>

<p>because <code>template</code> is not allowed as a child of <code>when</code>. It looks like the only way to deal with this might be to rewrite all of the templates with actual names and parameters, but there are quite a few and I was wondering if there was an easier way.</p>
","2014-06-03 17:23:49"
"5863730","refactor accessing child controls in ASP.NET?","0","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/4955769/better-way-to-find-control-in-asp-net"">Better way to find control in ASP.NET</a>  </p>
</blockquote>



<p>Hi,</p>

<p>Is there any way to refactor this:</p>

<pre><code>placeholder1.Controls[0].Controls[0].Controls[0].Controls[0].Controls[1].Controls[1].Controls[1].ClientID.ToString();
</code></pre>

<p>Thanks</p>
","2011-05-02 23:59:18"
"32711219","refactor angular javascript","0","<p>I have this bit of javascript in an angular controller which works fine. </p>

<pre><code>product.prod_custom_mb_qty = 0;
product.prod_custom_mb = null;
product.prod_custom_autoship = function (prod_name, prod_qty) {
  if (prod_name === ""mb"") {
    if (prod_qty === 0) {
      product.prod_custom_mb_qty = 0;
    } else {
      product.prod_custom_mb_qty += prod_qty;
    }
  }
  if (product.prod_custom_mb_qty &lt; 1){
    product.prod_custom_mb_qty = 0;
    product.prod_custom_mb = null;
  } else if (product.prod_custom_mb_qty === 1) {
    product.prod_custom_mb = product.prod_custom_mb_qty + "" Mango Bottle"";
  } else if (product.prod_custom_mb_qty &gt; 1) {
    product.prod_custom_mb = product.prod_custom_mb_qty + "" Mango Bottles"";
  }
  product.prod_custom_total = (product.prod_custom_mb_qty * 35);
}
</code></pre>

<p>The problem is I need to do it 8 more times for 8 different products and that would get a bit messy.
Is there a way I can refactor this so everything can be done more simply?</p>

<p>I thought I could do it by changing the names to the var to something like:</p>

<pre><code>product.prod_custom_qty[prod_name]
product.prod_custom[prod_name]
</code></pre>

<p>But I can't seem to get that to work? Am I on the right track?</p>
","2015-09-22 07:46:24"
"40916594","refactor python script to a method, for integration with larger process","0","<p>What I need to do is refactor a script, to turn it into a method that can be added to a larger process. </p>

<p><strong>STEP A</strong></p>

<p>The point is- there's a data processing task that I'm working on- the first step is to create data of the following form: </p>

<pre><code>3|Victoria|[51.503378, -0.139134]|2673
52|Cubitt Town|[51.505199, -0.018848]|23
5|United Kingdom|[54.75844, -2.69531]|459
6|London|[51.50853, -0.12574]|346
296|Bucharest|[44.43225, 26.10626]|9
352|Vilich-Müldorf|[50.75024, 7.15283]|4
48|Gut Scheibenhardt|[49.001249, 8.412378]|3
314|Westerham|[48.0601, 11.62219]|9
45|Honartsdeich|[53.557429, 9.987297]|34
9779|Martinsried|[48.137418, 11.555737]|11
343|Brussels|[50.85045, 4.34878]|27
563|Russell Square|[51.519403, -0.133906]|20
2|Germany|[51.5, 10.5]|20
11|Farringdon|[51.51807, -0.10852]|154
609|Fröttmaning|[48.16652, 11.59038]|3
</code></pre>

<p><strong>STEP B</strong></p>

<p>So then Step B will operate on the result of the above step (described by <strong>PROCESS</strong> below) and it will output data like so (the final data representation).</p>

<p>This means that <strong>PROCESS</strong> creates the data displayed in <strong>STEP A</strong>.</p>

<p><em>The final data representation looks like this:</em></p>

<pre><code>code: GB-ENG, jobs: 2673
code: GB-ENG, jobs: 23
code: GB-ENG, jobs: 459
code: GB-ENG, jobs: 346
code: RO-B, jobs: 9
code: DE-NW, jobs: 4
code: DE-BW, jobs: 3
code: DE-BY, jobs: 9
code: DE-HH, jobs: 34
code: DE-BY, jobs: 11
code: BE-BRU, jobs: 27
code: GB-ENG, jobs: 20
code: DE-TH, jobs: 20
code: GB-ENG, jobs: 154
code: DE-BY, jobs: 3
</code></pre>

<p>The script which performs that magic (creates the final output data displayed above) looks in this way: </p>

<pre><code>import json
import requests
from collections import defaultdict
from pprint import pprint

def hasNumbers(inputString):
    return any(char.isdigit() for char in inputString)

# open up the output of 'data-processing.py'
with open('job-numbers-by-location.txt') as data_file:

    # print the output to a file
    with open('phase_ii_output.txt', 'w') as output_file_:
        for line in data_file:
            identifier, name, coords, number_of_jobs = line.split(""|"")
            coords = coords[1:-1]
            lat, lng = coords.split("","")
            # print(""lat: "" + lat, ""lng: "" + lng)
            response = requests.get(""http://api.geonames.org/countrySubdivisionJSON?lat=""+lat+""&amp;lng=""+lng+""&amp;username=s.matthew.english"").json()


            codes = response.get('codes', [])
            for code in codes:
                if code.get('type') == 'ISO3166-2':
                    country_code = '{}-{}'.format(response.get('countryCode', 'UNKNOWN'), code.get('code', 'UNKNOWN'))
                    if not hasNumbers( country_code ):
                        # print(""code: "" + country_code + "", jobs: "" + number_of_jobs)
                        output_file_.write(""code: "" + country_code + "", jobs: "" + number_of_jobs)
    output_file_.close()
</code></pre>

<p>But what I need to do is make it into a method, so I can fuse it into this process: </p>

<p><strong>PROCESS</strong></p>

<pre><code>import json
from collections import defaultdict
from pprint import pprint


def process_locations_data(data):
    # processes the 'data' block
    locations = defaultdict(int)
    for item in data['data']:
        location = item['relationships']['location']['data']['id']
        locations[location] += 1
    return locations


def process_locations_included(data):
    # processes the 'included' block
    return_list = []
    for record in data['included']:
        id = record.get('id', None)
        name = record.get('attributes', {}).get('name', None)
        coord = record.get('attributes', {}).get('coord', None)
        return_list.append((id, name, coord))
    return return_list    # return list of tuples




# load the data from file once
with open('data-science.txt') as data_file:
    data = json.load(data_file)


# use the two functions on same data
locations = process_locations_data(data)
records = process_locations_included(data)


# output list to collect lines
output = []


# combine the data for printing
for record in records:
    id, name, coord = record
    references = locations[id]   # lookup the references in the dict
    line = str(id) + ""|"" + str(name) + ""|"" + str(coord) + ""|"" + str(references) + ""\n""
    if line not in output:
        output.append(line)


# print the output to a file
with open('job-numbers-by-location.txt', 'w') as file_:
    for l in output:
        if not (""None"") in l:
            if not (""[0, 0]"") in l:
                file_.write(l)
file_.close()
</code></pre>

<p>but the thing is- I keep failing in my efforts to make that script into a method within there. </p>

<p>How to refactorize that script into an independent method that could be included into the process? </p>

<p>All of the data related to this task can be found <a href=""https://github.com/s-matthew-english/literate-octo-robot"" rel=""nofollow noreferrer"">here on my GitHub page</a></p>
","2016-12-01 17:16:18"
"40077339","refactor capybara javascript dropzone test","0","<p>I'm trying to call a dropzone capybara test multiple times. However, when I call it a second time, the ID has already been used. I'm trying to randomize the ID so it can run multiple times.</p>

<pre><code>def drop_in_dropzone(file_path)
  page.execute_script &lt;&lt;-JS
    fakeFileInput = window.$('&lt;input/&gt;').attr(
      {id: 'fakeFileInput', type:'file'}
    ).appendTo('body');
  JS
  attach_file(""fakeFileInput"", file_path)
  page.execute_script(""var fileList = [fakeFileInput.get(0).files[0]]"")
  page.execute_script &lt;&lt;-JS
    var e = jQuery.Event('drop', { dataTransfer : { files : [fakeFileInput.get(0).files[0]] } });
    $('.dropzone')[0].dropzone.listeners[0].events.drop(e);
  JS
end
</code></pre>

<p>Error when calling it 2nd time.</p>

<pre><code>Failure/Error: attach_file(""fakeFileInput"", file_path)

Capybara::Ambiguous:
Ambiguous match, found 2 elements matching file field ""fakeFileInput""
</code></pre>
","2016-10-17 01:34:13"
